L,alfa,n,m,Estimator,MSE,Bias,mean_sesgo,min_mean_sesgo
2,-5,81,10,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,10,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,11,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,11,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,11,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,11,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,12,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,12,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,12,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,12,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,13,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,13,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,13,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,13,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,14,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,14,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,14,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,14,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,15,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,15,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,15,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,15,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,16,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,16,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,16,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,16,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,17,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,17,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,17,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,17,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,18,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,18,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,18,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,18,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,19,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,19,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,19,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,19,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,20,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,20,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,20,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,20,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,21,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,21,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,21,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,21,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,22,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,22,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,22,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,22,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,23,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,23,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,23,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,23,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,24,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,24,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,24,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,24,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,25,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,25,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,25,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,25,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,26,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,26,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,26,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,26,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,27,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,27,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,27,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,27,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,28,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,28,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,28,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,28,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,29,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,29,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,29,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,29,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,30,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,30,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,30,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,30,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,31,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,31,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,31,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,31,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,32,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,32,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,32,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,32,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,33,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,33,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,33,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,33,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,34,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,34,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,34,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,34,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,35,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,35,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,35,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,35,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,36,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,36,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,36,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,36,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,37,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,37,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,37,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,37,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,38,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,38,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,38,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,38,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,39,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,39,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,39,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,39,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,81,40,HMV.opt,0.03536339,-0.061381303,0.019925983,0.019925983
2,-3,81,40,HMV.opt,0.01631084,-0.008053752,0.019925983,0.019925983
2,-5,81,40,HMV.opt,0.012325423,-0.006213902,0.019925983,0.019925983
2,-8,81,40,HMV.opt,0.00949255,0.004054976,0.019925983,0.019925983
2,-1.5,121,2,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,2,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,2,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,2,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,3,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,3,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,3,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,3,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,4,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,4,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,4,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,4,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,5,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,5,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,5,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,5,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,6,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,6,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,6,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,6,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,7,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,7,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,7,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,7,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,8,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,8,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,8,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,8,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,9,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,9,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,9,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,9,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,10,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,10,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,10,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,10,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,11,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,11,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,11,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,11,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,12,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,12,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,12,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,12,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,13,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,13,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,13,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,13,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,14,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,14,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,14,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,14,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,15,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,15,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,15,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,15,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,16,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,16,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,16,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,16,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,17,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,17,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,17,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,17,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,18,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,18,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,18,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,18,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,19,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,19,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,19,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,19,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,20,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,20,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,20,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,20,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,21,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,21,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,21,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,21,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,22,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,22,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,22,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,22,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,23,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,23,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,23,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,23,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,24,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,24,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,24,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,24,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,25,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,25,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,25,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,25,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,26,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,26,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,26,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,26,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,27,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,27,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,27,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,27,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,28,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,28,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,28,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,28,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,29,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,29,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,29,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,29,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,30,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,30,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,30,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,30,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,31,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,31,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,31,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,31,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,32,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,32,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,32,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,32,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,33,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,33,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,33,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,33,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,34,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,34,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,34,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,34,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,35,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,35,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,35,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,35,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,36,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,36,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,36,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,36,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,37,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,37,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,37,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,37,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,38,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,38,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,38,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,38,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,39,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,39,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,39,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,39,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,40,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,40,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,40,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,40,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,41,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,41,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,41,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,41,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,42,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,42,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,42,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,42,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,43,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,43,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,43,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,43,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,44,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,44,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,44,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,44,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,45,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,45,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,45,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,45,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,46,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,46,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,46,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,46,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,47,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,47,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,47,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,47,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,48,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,48,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,48,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,48,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,49,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,49,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,49,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,49,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,50,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,50,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,50,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,50,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,51,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,51,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,51,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,51,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,52,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,52,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,52,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,52,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,53,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,53,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,53,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,53,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,54,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,54,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,54,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,54,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
2,-1.5,121,55,HMV.opt,0.025835542,-0.06097681,0.020916937,0.020916937
2,-3,121,55,HMV.opt,0.012750475,-0.012279132,0.020916937,0.020916937
2,-5,121,55,HMV.opt,0.008642456,-0.009767143,0.020916937,0.020916937
2,-8,121,55,HMV.opt,0.006427387,0.000644663,0.020916937,0.020916937
